205,1,[ARCTIC] BioniX F140,24960,ARCTIC,140mm,28T,FDB,4핀,200rpm,1800rpm,104CFM,,,27dBA,검정,검정,,,10년
,103,[BRAVOTEC] JONSBO FR-601 RED,9800,BRAVOTEC,120mm,25T,Hydraulic,3핀,,1500rpm,38.5CFM,0.95mmH2O,,24dBA,검정,검정,빨강,링,
,104,[BRAVOTEC] JONSBO FR-601 WHITE,9800,BRAVOTEC,120mm,25T,Hydraulic,3핀,,1500rpm,38.5CFM,0.95mmH2O,,24dBA,검정,검정,흰색,링,
,105,[BRAVOTEC] JONSBO FR-301 써클링 RED LED PWM,16000,BRAVOTEC,120mm,25T,2볼,4핀,600rpm,1600rpm,45.1CFM,,18dBA,26.1dBA,검정,검정,빨강,링,
,106,[BRAVOTEC] JONSBO FR-201 헥사곤 WHITE LED PWM,16000,BRAVOTEC,120mm,25T,2볼,4핀,600rpm,1600rpm,45.1CFM,,18dBA,26.1dBA,검정,검정,흰색,링,
,107,[BRAVOTEC] JONSBO FR-201 헥사곤 RED LED PWM,16000,BRAVOTEC,120mm,25T,2볼,4핀,600rpm,1600rpm,45.1CFM,,18dBA,26.1dBA,검정,검정,빨강,링,
,108,[BRAVOTEC] JONSBO FR-531 LED RGB,29000,BRAVOTEC,120mm,25T,Hydraulic,6핀,750rpm,1300rpm,42.6CFM,,18dBA,25.6dBA,투명,검정,RGB (Cont),팬,
,109,[BRAVOTEC] JONSBO FR-101 WHITE LED PWM,24000,BRAVOTEC,120mm,25T,2볼,4핀,600rpm,1800rpm,48.84CFM,,15.2dBA,29.6dBA,크롬,검정,흰색,팬,
,110,[BRAVOTEC] JONSBO FR-101 RED LED PWM,19100,BRAVOTEC,120mm,25T,2볼,4핀,600rpm,1800rpm,48.84CFM,,15.2dBA,29.6dBA,크롬,검정,빨강,팬,
,111,[BRAVOTEC] JONSBO SOLAR ECLIPSE LED RGB,47000,BRAVOTEC,120mm,25T,슬리브,6핀,800rpm,1200rpm,50.5CFM,,18.5dBA,25.4dBA,투명,검정,256C (Cont),링,
,112,[BRAVOTEC] JONSBO SOLAR ECLIPSE LED RED,47000,BRAVOTEC,120mm,25T,슬리브,6핀,800rpm,1200rpm,50.5CFM,,18.5dBA,25.4dBA,투명,검정,빨강,링,
,113,[BRAVOTEC] JONSBO SOLAR ECLIPSE LED GREEN,47000,BRAVOTEC,120mm,25T,슬리브,6핀,800rpm,1200rpm,50.5CFM,,18.5dBA,25.4dBA,투명,검정,녹색,링,
,114,[COLORFUL] LUNA SQUARE BLUE,8080,COLORFUL,120mm,25T,Hydraulic,4핀,,1100rpm,36CFM,1.1mmH2O,,,투명,검정,파랑,링,
,115,[COLORFUL] LUNA SQUARE RED,8080,COLORFUL,120mm,25T,Hydraulic,4핀,,1100rpm,36CFM,1.1mmH2O,,,투명,검정,빨강,링,
,116,[COLORFUL] LUNA SQUARE GREEN,8080,COLORFUL,120mm,25T,Hydraulic,4핀,,1100rpm,36CFM,1.1mmH2O,,,투명,검정,녹색,링,
,117,[COLORFUL] LUNA SQUARE WHITE,8080,COLORFUL,120mm,25T,Hydraulic,4핀,,1100rpm,36CFM,1.1mmH2O,,,투명,검정,흰색,링,
,118,[CORSAIR] ML120 PRO RGB (3PACK/Controller),158040,CORSAIR,120mm,25T,Magnetic,4핀,400rpm,1600rpm,47.3CFM,1.78mmH2O,,25dBA,흰색,검정,RGB (Cont),팬,5년
,119,[CORSAIR] ML120 PRO RGB (1PACK),43880,CORSAIR,120mm,25T,Magnetic,4핀,400rpm,1600rpm,47.3CFM,1.78mmH2O,,25dBA,흰색,검정,RGB (Cont),팬,5년
,120,[CORSAIR] LL120 (3PACK/Controller),176800,CORSAIR,120mm,25T,Hydraulic,4핀,600rpm,1500rpm,43.25CFM,1.61mmH2O,,24.8dBA,흰색,검정,RGB (Cont),팬/링,2년
,121,[CORSAIR] LL120 (1PACK),48880,CORSAIR,120mm,25T,Hydraulic,4핀,600rpm,1500rpm,43.25CFM,1.61mmH2O,,24.8dBA,흰색,검정,RGB (Cont),팬/링,2년
,122,[CORSAIR] SP120 RGB (3PACK/Controller),102960,CORSAIR,120mm,25T,Hydraulic,3핀,,1400rpm,52CFM,1.45mmH2O,,26dBA,흰색,검정,RGB (Cont),팬,2년
,123,[CORSAIR] SP120 RGB (1PACK),31000,CORSAIR,120mm,25T,Hydraulic,3핀,,1400rpm,52CFM,1.45mmH2O,,26dBA,흰색,검정,RGB (Cont),팬,2년
,124,[CORSAIR] HD120 (3PACK/Controller),135000,CORSAIR,120mm,25T,유체,4핀,800rpm,1725rpm,54.4CFM,2.25mmH2O,18dBA,30dBA,흰색,검정,RGB (Cont),팬,2년
,125,[CORSAIR] HD120 (1PACK/Controller),60000,CORSAIR,120mm,25T,유체,4핀,800rpm,1725rpm,54.4CFM,2.25mmH2O,18dBA,30dBA,흰색,검정,RGB (Cont),팬,2년
,126,[CORSAIR] HD120 (1PACK),40000,CORSAIR,120mm,25T,유체,4핀,800rpm,1725rpm,54.4CFM,2.25mmH2O,18dBA,30dBA,흰색,검정,RGB (Cont),팬,2년
,127,[CORSAIR] ML120 PRO LED White,42850,CORSAIR,120mm,25T,Magnetic,4핀,400rpm,2400rpm,75CFM,4.2mmH2O,16dBA,37dBA,투명,검정,흰색,팬,5년
,128,[CORSAIR] ML120 PRO LED Blue,39900,CORSAIR,120mm,25T,Magnetic,4핀,400rpm,2400rpm,75CFM,4.2mmH2O,16dBA,37dBA,투명,검정,파랑,팬,5년
,129,[CORSAIR] ML120 PRO LED Red,39520,CORSAIR,120mm,25T,Magnetic,4핀,400rpm,2400rpm,75CFM,4.2mmH2O,16dBA,37dBA,투명,검정,빨강,팬,5년
,130,[CORSAIR] SP120 LED 퍼플,15000,CORSAIR,120mm,25T,슬리브,3핀,,1550rpm,57.24CFM,1.6mmH2O,,26.4dBA,투명,검정,보라,팬,
,131,[CORSAIR] SP120 LED 그린,24500,CORSAIR,120mm,25T,슬리브,3핀,,1550rpm,57.24CFM,1.6mmH2O,,26.4dBA,투명,검정,녹색,팬,
,132,[CORSAIR] SP120 LED 블루,24500,CORSAIR,120mm,25T,슬리브,3핀,,1550rpm,57.24CFM,1.6mmH2O,,26.4dBA,투명,검정,파랑,팬,
,133,[COUGAR] DUAL-X 120mm LED 화이트,15710,COUGAR,120mm,25T,Hydraulic,3핀,,1200rpm,64.37CFM,1.74mmH2O,,16.6dBA,흰색,검정,흰색,팬,
,134,[COUGAR] DUAL-X 120mm LED 블루,15000,COUGAR,120mm,25T,Hydraulic,3핀,,1200rpm,64.37CFM,1.74mmH2O,,16.6dBA,파랑,검정,파랑,팬,
,135,[COUGAR] DUAL-X 120mm LED 레드,15710,COUGAR,120mm,25T,Hydraulic,3핀,,1200rpm,64.37CFM,1.74mmH2O,,16.6dBA,빨강,검정,빨강,팬,
,136,[COUGAR] DUAL-X 120mm LED 그린,15000,COUGAR,120mm,25T,Hydraulic,3핀,,1200rpm,64.37CFM,1.74mmH2O,,16.6dBA,녹색,검정,녹색,팬,
,137,[CRYORIG] QF120 BALANCE,16630,CRYORIG,120mm,25T,HPLN,4핀,330rpm,1600rpm,49CFM,1.65mmH2O,10dBA,25dBA,흰색,검정,,,3년
,138,[CRYORIG] QF120 PERFORMANCE,16630,CRYORIG,120mm,25T,HPLN,4핀,600rpm,2200rpm,83CFM,3.33mmH2O,13dBA,37dBA,흰색,검정,,,3년
,139,[CRYORIG] QF120 SILENT,16630,CRYORIG,120mm,25T,HPLN,4핀,200rpm,1000rpm,44CFM,0.79mmH2O,5dBA,19dBA,흰색,검정,,,3년
,140,[DEEPCOOL] RF120 RGB 아우라 싱크 PWM BRAVOTEC (3PACK),57700,DEEPCOOL,120mm,25T,Hydro,4핀,500rpm,1500rpm,56.5CFM,,17.8dBA,27dBA,투명,검정,RGB (MB),팬,1년
,141,[DEEPCOOL] RF120 RGB 아우라 싱크 PWM BRAVOTEC (1PACK),18360,DEEPCOOL,120mm,25T,Hydro,4핀,500rpm,1500rpm,56.5CFM,,17.8dBA,27dBA,투명,검정,RGB (MB),팬,1년
,142,[Fractal Design] Dynamic X2 GP-12B,17220,Fractal Design,120mm,25T,LLS,3핀,,1200rpm,52.3CFM,0.88mmH2O,,19.4dBA,검정,검정,,,2년
,143,[Fractal Design] Dynamic X2 GP-12W,17000,Fractal Design,120mm,25T,LLS,3핀,,1200rpm,52.3CFM,0.88mmH2O,,19.4dBA,흰색,검정,,,2년
,144,[Fractal Design] Venturi Series HP-12 PWM,24000,Fractal Design,120mm,25T,FDB,4핀,,1800rpm,61.4CFM,2.3mmH2O,,31.7dBA,검정,검정,,,2년
,145,[Fractal Design] Venturi Series HP-12,22680,Fractal Design,120mm,25T,FDB,3핀,,1400rpm,83.4CFM,1.22mmH2O,,25.3dBA,검정,검정,,,2년
,146,[ID-COOLING] SF-12025 RGB TRIO (3PACK/REMOTE),39000,ID-COOLING,120mm,25T,Hydraulic,4핀,700rpm,1800rpm,74.5CFM,2.15mmH2O,18dBA,35.2dBA,투명,검정,RGB (MB/Cont),팬,0.5년
,147,[ID-COOLING] RB-12025 RGB KIT 3RSYS (3PACK/RGB HUB),48980,ID-COOLING,120mm,25T,,8핀,600rpm,1600rpm,50CFM,1.82mmH2O,16.2dBA,30.5dBA,검정,검정,RGB (Cont),링,
,148,[ID-COOLING] SF-12025-W,9290,ID-COOLING,120mm,25T,Hydraulic,4핀,700rpm,1500rpm,62CFM,1.78mmH2O,18dBA,26.4dBA,흰색,흰색,흰색,팬,
,149,[ID-COOLING] SF-12025-R,9290,ID-COOLING,120mm,25T,Hydraulic,4핀,700rpm,1500rpm,62CFM,1.78mmH2O,18dBA,26.4dBA,흰색,검정,빨강,팬,
,150,[ID-COOLING] SF-12025-G,9290,ID-COOLING,120mm,25T,Hydraulic,4핀,700rpm,1500rpm,62CFM,1.78mmH2O,18dBA,26.4dBA,흰색,검정,녹색,팬,
,151,[ID-COOLING] SF-12025-B,9290,ID-COOLING,120mm,25T,Hydraulic,4핀,700rpm,1500rpm,62CFM,1.78mmH2O,18dBA,26.4dBA,흰색,검정,파랑,팬,
,152,[ID-COOLING] NO-12025-SD,5660,ID-COOLING,120mm,25T,Hydraulic,3핀,,1600rpm,60CFM,,,27.5dBA,투명,검정,,,
,153,[ID-COOLING] CF12025 WHITE LED PWM 3RSYS,11200,ID-COOLING,120mm,25T,Hydraulic,4핀,600rpm,1600rpm,50CFM,1.82mmH2O,16.2dBA,30.5dBA,검정,검정,흰색,링,
,154,[ID-COOLING] CF12025 RED LED PWM 3RSYS,11220,ID-COOLING,120mm,25T,Hydraulic,4핀,600rpm,1600rpm,50CFM,1.82mmH2O,16.2dBA,30.5dBA,검정,검정,빨강,링,
,155,[ID-COOLING] CF12025 GREEN LED PWM 3RSYS,11220,ID-COOLING,120mm,25T,Hydraulic,4핀,600rpm,1600rpm,50CFM,1.82mmH2O,16.2dBA,30.5dBA,검정,검정,녹색,링,
,156,[ID-COOLING] CF12025 BLUE LED PWM 3RSYS,11220,ID-COOLING,120mm,25T,Hydraulic,4핀,600rpm,1600rpm,50CFM,1.82mmH2O,16.2dBA,30.5dBA,검정,검정,파랑,링,
,157,[NOCTUA] NF-S12A PWM chromax black swap,28790,NOCTUA,120mm,25T,SSO2,4핀,,1200rpm,63.2CFM,1.19mmH2O,,17.8dBA,검정,검정,,,
,158,[NOCTUA] NF-F12 PWM chromax black swap,29530,NOCTUA,120mm,25T,SSO2,4핀,,1500rpm,54.9CFM,2.61mmH2O,,22.4dBA,검정,검정,,,
,159,[NOCTUA] NF-A12x15 PWM,25900,NOCTUA,120mm,15T,SSO2,4핀,,1850rpm,55.44CFM,1.53mmH2O,,23.9dBA,갈색,살색,,,
,160,[NOCTUA] NF-A12x15 FLX,25900,NOCTUA,120mm,15T,SSO2,3핀,,1850rpm,55.44CFM,1.53mmH2O,,23.9dBA,갈색,살색,,,
,161,[NOCTUA] NF-F12 IndustrialPPC-24V-3000 PWM IP67,29910,NOCTUA,120mm,25T,SSO2,4핀,,3000rpm,109.8CFM,7.63mmH2O,,43.5dBA,검정,검정,,,
,162,[NOCTUA] NF-F12 IndustrialPPC-2000 PWM IP67,34690,NOCTUA,120mm,25T,SSO2,4핀,,2000rpm,71.7CFM,3.94mmH2O,,29.7dBA,검정,검정,,,
,163,[NOCTUA] NF-F12 IndustrialPPC-2000 PWM,29500,NOCTUA,120mm,25T,SSO2,4핀,,2000rpm,71.7CFM,3.94mmH2O,,29.7dBA,검정,검정,,,
,164,[NOCTUA] NF-S12B redux-1200 PWM,19190,NOCTUA,120mm,25T,SSO,4핀,,1200rpm,59.2CFM,1.31mmH2O,,18.1dBA,회색,회색,,,
,165,[NOCTUA] NF-S12B redux-1200,19190,NOCTUA,120mm,25T,SSO,3핀,,1200rpm,59.2CFM,1.31mmH2O,,18.1dBA,회색,회색,,,
,166,[NOCTUA] NF-S12B redux-700,19500,NOCTUA,120mm,25T,SSO,3핀,,700rpm,33.5CFM,0.44mmH2O,,6.8dBA,회색,회색,,,
,167,[NOCTUA] NF-F12 IndustrialPPC-3000 PWM,29500,NOCTUA,120mm,25T,SSO2,4핀,,3000rpm,109.8CFM,7.63mmH2O,,43.5dBA,검정,검정,,,
,168,[NOCTUA] NF-F12 IndustrialPPC-2000,28790,NOCTUA,120mm,25T,SSO2,3핀,,2000rpm,71.7CFM,3.94mmH2O,,29.7dBA,검정,검정,,,
,169,[NOCTUA] NF-S12A PWM,25750,NOCTUA,120mm,25T,SSO2,4핀,,1200rpm,63.2CFM,1.19mmH2O,,17.8dBA,갈색,살색,,,
,170,[NOCTUA] NF-S12A FLX,25000,NOCTUA,120mm,25T,SSO2,3핀,,1200rpm,63.2CFM,1.19mmH2O,,17.8dBA,갈색,살색,,,
,171,[NOCTUA] NF-S12A ULN,25500,NOCTUA,120mm,25T,SSO2,3핀,,800rpm,43.7CFM,0.62mmH2O,,8.6dBA,갈색,살색,,,
,172,[NOCTUA] NF-P12 PWM,24490,NOCTUA,120mm,25T,SSO,4핀,,1300rpm,54.3CFM,1.68mmH2O,,19.8dBA,갈색,살색,,,
,173,[NOCTUA] NF-F12 PWM,25200,NOCTUA,120mm,25T,SSO2,4핀,,1500rpm,54.9CFM,2.61mmH2O,,22.4dBA,갈색,살색,,,
,174,[NOCTUA] NF-P12,23310,NOCTUA,120mm,25T,SSO,3핀,,1300rpm,54.3CFM,1.68mmH2O,,19.8dBA,갈색,살색,,,
,175,[NZXT] AER RGB 120 트리플 패키지 BRAVOTEC,123000,NZXT,120mm,25T,유체,4핀,500rpm,1500rpm,52.44CFM,1.35mmH2O,22dBA,33dBA,검정,검정,RGB (Cont),링,2년
,176,[NZXT] AER RGB 120 스타터 킷 패키지 BRAVOTEC,123000,NZXT,120mm,25T,유체,4핀,500rpm,1500rpm,52.44CFM,1.35mmH2O,22dBA,33dBA,검정,검정,RGB (Cont),링,2년
,177,[NZXT] AER RGB 120 단품 패키지 BRAVOTEC,44000,NZXT,120mm,25T,유체,4핀,500rpm,1500rpm,52.44CFM,1.35mmH2O,22dBA,33dBA,검정,검정,RGB (Cont),링,2년
,178,[마이크로닉스] TEMPEST Ring Dual Impeller 120mm White,10700,마이크로닉스,120mm,25T,Hydro,3핀,,1300rpm,37.8CFM,,,19dBA,투명,검정,흰색,링,
,179,[마이크로닉스] TEMPEST Ring Dual Impeller 120mm Red,10700,마이크로닉스,120mm,25T,Hydro,3핀,,1300rpm,37.8CFM,,,19dBA,투명,빨강,빨강,링,
,180,[마이크로닉스] TEMPEST Ring Dual Impeller 120mm Green,10700,마이크로닉스,120mm,25T,Hydro,3핀,,1300rpm,37.8CFM,,,19dBA,투명,녹색,흰색,링,
,181,[마이크로닉스] TEMPEST Ring Dual Impeller 120mm Blue,10700,마이크로닉스,120mm,25T,Hydro,3핀,,1300rpm,37.8CFM,,,19dBA,투명,파랑,파랑,링,
,182,[마이크로닉스] VIENTO DOUBLE AURA 120mm WHITE,8900,마이크로닉스,120mm,25T,Hydro,3핀,,1200rpm,38CFM,,,22dBA,투명,검정,흰색,링,
,183,[마이크로닉스] VIENTO DOUBLE AURA 120mm RED,9000,마이크로닉스,120mm,25T,Hydro,3핀,,1200rpm,38CFM,,,22dBA,투명,빨강,빨강,링,
,184,[마이크로닉스] VIENTO DOUBLE AURA 120mm BLUE,9390,마이크로닉스,120mm,25T,Hydro,3핀,,1200rpm,38CFM,,,22dBA,투명,파랑,파랑,링,
,190,[써멀테이크] Riing Plus 12 RGB TT 프리미엄 에디션 (3PACK),123900,써멀테이크,120mm,25T,Hydraulic,9핀,500rpm,1500rpm,48.34CFM,1.54mmH2O,,24.7dBA,검정,검정,RGB (Cont),링,
,191,[써멀테이크] Riing 12 RGB Radiator Fan TT Premium Edition 아스크텍,83000,써멀테이크,120mm,25T,Hydraulic,9핀,500rpm,1400rpm,48.79CFM,1.113mmH2O,18.2dBA,24.8dBA,검정,검정,RGB (Cont),링,
,192,[써멀테이크] Riing 12 LED RGB 256 Colors (3PACK),55000,써멀테이크,120mm,25T,Hydraulic,4핀,800rpm,1500rpm,40.6CFM,2.01mmH2O,18.5dBA,26.4dBA,검정,검정,256C (Cont),링,
,193,[써멀테이크] Riing 12 LED RGB 256 Colors (1PACK),25000,써멀테이크,120mm,25T,Hydraulic,4핀,800rpm,1500rpm,40.6CFM,2.01mmH2O,18.5dBA,26.4dBA,검정,검정,256C (Cont),링,
,194,[써멀테이크] Riing 12 LED FAN Yellow 아스크텍,16180,써멀테이크,120mm,25T,Hydraulic,3핀,,1500rpm,40.6CFM,2.01mmH2O,,24.6dBA,검정,검정,노랑,링,
,195,[써멀테이크] Riing 12 LED FAN Orange 아스크텍,15000,써멀테이크,120mm,25T,Hydraulic,3핀,,1500rpm,40.6CFM,2.01mmH2O,,24.6dBA,검정,검정,주황,링,
,196,[써멀테이크] Riing 12 LED FAN White 아스크텍,15460,써멀테이크,120mm,25T,Hydraulic,3핀,,1500rpm,40.6CFM,2.01mmH2O,,24.6dBA,검정,검정,흰색,링,
,197,[써멀테이크] Riing 12 LED FAN Green 아스크텍,15300,써멀테이크,120mm,25T,Hydraulic,3핀,,1500rpm,40.6CFM,2.01mmH2O,,24.6dBA,검정,검정,녹색,링,
,198,[써멀테이크] Riing 12 LED FAN Red 아스크텍,16000,써멀테이크,120mm,25T,Hydraulic,3핀,,1500rpm,40.6CFM,2.01mmH2O,,24.6dBA,검정,검정,빨강,링,
,199,[써멀테이크] Riing 12 LED FAN Blue 아스크텍,15460,써멀테이크,120mm,25T,Hydraulic,3핀,,1500rpm,40.6CFM,2.01mmH2O,,24.6dBA,검정,검정,파랑,링,
,200,[쿨러마스터] MASTERFAN MF120L RGB,17620,쿨러마스터,120mm,25T,,3핀,,1200rpm,32CFM,0.7mmH2O,,25dBA,투명,검정,RGB (MB),팬,2년
,201,[쿨러마스터] MASTERFAN MF120L WHITE,10880,쿨러마스터,120mm,25T,,3핀,,1200rpm,32CFM,0.7mmH2O,,25dBA,투명,검정,흰색,팬,2년
,202,[쿨러마스터] MASTERFAN MF120L RED,10880,쿨러마스터,120mm,25T,,3핀,,1200rpm,32CFM,0.7mmH2O,,25dBA,투명,검정,빨강,팬,2년
,203,[쿨러마스터] MASTERFAN MF120L BLUE,10880,쿨러마스터,120mm,25T,,3핀,,1200rpm,32CFM,0.7mmH2O,,25dBA,투명,검정,파랑,팬,2년
,204,[쿨러마스터] MASTERFAN PRO 120 Air Pressure RGB,22440,쿨러마스터,120mm,25T,,4핀,650rpm,1500rpm,35CFM,1.45mmH2O,6dBA,20dBA,투명,검정, RGB (MB),팬,5년
,205,[쿨러마스터] MASTERFAN PRO 120 Air Flow RGB,22440,쿨러마스터,120mm,25T,,4핀,650rpm,1100rpm,48CFM,0.88mmH2O,6dBA,20dBA,투명,검정, RGB (MB),팬,5년
,,System Cooler,가격,제조사,팬 크기,두께,베어링,커넥터 핀,최소 회전,최대 회전,최대 풍량,최대 풍압,최소 소음,최대 소음,날개 색,본체 색,LED 색,발광 부분,보증 기간
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
