,,,메인보드 품목,단가,제조사,소켓,세부 칩셋,폼팩터,길이,폭,DDR,메모리 슬롯,램 클럭 지원,SLI,CF,DVI,D-Sub,HDMI 2.0,HDMI,DP,USB C 3.1,USB C 3.0,USB 3.1,USB 3.0,USB 2.0,"SATA
360,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,LGA 1151,,[ASUS] B150M-A -M.2,\82800,ASUS,LGA 1151,B150,m-ATX,23.4,20.1,DDR4,4개,,1,1,O,O,,O,,,,,3,2,6,,,,,,,,,
362,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,LGA 1151,,[GIGABYTE] GA-B150M-D3H 듀러블에디션,\91100,GIGABYTE,LGA 1151,B150,m-ATX,24.4,22.5,DDR4,4개,,1,2,O,O,,O,,,,,4,2,6,,,,,,,,,
364,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,LGA 1151,,[MSI] B150M 바주카,\77800,MSI,LGA 1151,B150,m-ATX,23.5,22.8,DDR4,4개,,1,1,O,,,O,,,,,4,2,6,,,,,,,,,
366,LGA 1151,,[MSI] B150M 바주카 플러스 M.2,\80900,MSI,LGA 1151,B150,m-ATX,23.5,22.8,DDR4,4개,,1,1,O,,,O,,,,,4,2,6,,,,,,,,,
367,LGA 1151,,[MSI] B150M 박격포,\82800,MSI,LGA 1151,B150,m-ATX,24.38,24.38,DDR4,4개,,1,2,O,O,,O,,1,,1,4,2,6,,,,,,,,,
368,LGA 1151,,[MSI] B150M 박격포 아틱,\96300,MSI,LGA 1151,B150,m-ATX,24.38,24.38,DDR4,4개,,,,O,O,,O,,,,1,2,2,6,,,,,,,,,
369,LGA 1151,,[AsRock] B150M PRO4/HYPER,\90110,AsRock,LGA 1151,B150,m-ATX,24.4,24.4,DDR4,4개,,,,O,O,,O,,,,,4,2,6,,,,,,,,,
370,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,"-- [스카이레이크, 카비레이크] H170 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,LGA 1151,,[AsRock] H170M ITX/ac,\152300,AsRock,LGA 1151,H170,m-ITX,17,17,DDR4,2개,,1,1,O,,,O,,,,,6,2,4,,,,,,,,,
374,LGA 1151,,[AsRock] H170 PRO4S,\124430,AsRock,LGA 1151,H170,ATX,30.5,19,DDR4,4개,,1,2,O,,,O,,,,,6,,6,,,,,,,,,
375,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,LGA 1151,,[ASUS] H170M-PLUS,\123000,ASUS,LGA 1151,H170,m-ATX,24.4,22.7,DDR4,4개,,1,2,O,O,,O,,1,,,2,2,6,,,,,,,,,
377,LGA 1151,,[ASUS] H170-PRO,\147000,ASUS,LGA 1151,H170,ATX,30.5,22.4,DDR4,4개,,1,2,O,O,,O,,1,,,2,2,6,,,,,,,,,
378,LGA 1151,,[ASUS] H170 PRO GAMING,\168000,ASUS,LGA 1151,H170,ATX,30.5,24.4,DDR4,4개,,1,2,O,O,,O,O,1,,1,2,2,4,,,,,,,,,
379,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,LGA 1151,,[GIGABYTE] GA-H170M-D3H 듀러블에디션,\125500,GIGABYTE,LGA 1151,H170,m-ATX,24.4,22.5,DDR4,4개,,1,2,O,O,,O,,,,,4,2,6,,,,,,,,,
381,LGA 1151,,[GIGABYTE] GA-H170-HD3 듀러블에디션,\131000,GIGABYTE,LGA 1151,H170,ATX,30.5,19.9,DDR4,4개,,1,2,O,O,,O,,,,,4,2,6,,,,,,,,,
382,LGA 1151,,[GIGABYTE] GA-H170-Gaming 3 게이밍에디션,\152000,GIGABYTE,LGA 1151,H170,ATX,30.5,22.5,DDR4,4개,,1,2,O,O,,O,,,,,4,2,6,,,,,,,,,
383,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,LGA 1151,,[MSI] H170 게이밍 M3,\139000,MSI,LGA 1151,H170,ATX,30.5,24.4,DDR4,4개,,1,2,O,,,O,,,,4,,4,6,,,,,,,,,
385,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,"-- [스카이레이크, 카비레이크] Z170 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,LGA 1151,,[AsRock] Z170M PRO4S,\144000,AsRock,LGA 1151,Z170,m-ATX,24.5,24.5,DDR4,4개,,1,2,O,,,O,,,,,6,,6,,,,,,,,,
389,LGA 1151,,[AsRock] Z170 PRO4S,\137000,AsRock,LGA 1151,Z170,ATX,33.4,26.5,DDR4,4개,,1,2,O,,,O,,,,,6,,6,,,,,,,,,
390,LGA 1151,,[AsRock] Z170 EXTREME 4,\180250,AsRock,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,,,O,O,1,,1,6,,6,,,,,,,,,
391,LGA 1151,,[AsRock] Z170 EXTREME 6,\241800,AsRock,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,,,O,O,1,,1,6,,8,,,,,,,,,
392,LGA 1151,,[AsRock] Z170 EXTREME 7+,\386000,AsRock,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,,,O,O,1,,1,4,2,10,,,,,,,,,
393,LGA 1151,,[AsRock] Z170 OC Formula,\460250,AsRock,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,1,,2,4,2,10,,,,,,,,,
394,LGA 1151,,[AsRock] Z170 Gaming-ITX/ac FATAl1TY,\270800,AsRock,LGA 1151,Z170,m-ITX,17,17,DDR4,2개,,1,1,,,,O,O,1,,2,6,,6,,,,,,,,,
395,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,LGA 1151,,[ASUS] Z170M-PLUS,\168000,ASUS,LGA 1151,Z170,ATX,24.4,22.7,DDR4,4개,,1,2,O,O,,O,,1,,,2,2,6,,,,,,,,,
397,LGA 1151,,[ASUS] Z170-P,\178000,ASUS,LGA 1151,Z170,ATX,30.5,22.4,DDR4,4개,,1,2,O,O,,O,,1,,,2,2,4,,,,,,,,,
398,LGA 1151,,[ASUS] Z170-K,\199670,ASUS,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,O,,O,O,1,,2,,2,6,,,,,,,,,
399,LGA 1151,,[ASUS] Z170 Pro Gaming,\220000,ASUS,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,O,,O,O,1,,1,4,2,4,,,,,,,,,
400,LGA 1151,,[ASUS] Z170-A,\225700,ASUS,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,O,,O,O,1,,1,2,2,6,,,,,,,,,
401,LGA 1151,,[ASUS] MAXIMUS VIII GENE,\320000,ASUS,LGA 1151,Z170,ATX,24.4,24.4,DDR4,4개,,2,2,,,,O,O,1,,1,6,,6,,,,,,,,,
402,LGA 1151,,[ASUS] MAXIMUS VIII RANGER,\281150,ASUS,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,1,,1,2,4,6,,,,,,,,,
403,LGA 1151,,[ASUS] MAXIMUS VIII HERO,\426900,ASUS,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,1,,1,2,4,6,,,,,,,,,
404,LGA 1151,,[ASUS] SABERTOOTH Z170 MARK S,\403000,ASUS,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,1,,1,6,5,8,,,,,,,,,
405,LGA 1151,,[ASUS] Z170-DELUXE,\450300,ASUS,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,1,,5,2,,8,,,,,,,,,
406,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,LGA 1151,,[GIGABYTE] GA-Z170X-Gaming 3 게이밍에디션,\207900,GIGABYTE,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,O,,O,,1,,1,3,2,6,,,,,,,,,
408,LGA 1151,,[GIGABYTE] GA-Z170X-Gaming 5 게이밍에디션,\243700,GIGABYTE,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,1,,1,5,2,6,,,,,,,,,
409,LGA 1151,,[GIGABYTE] GA-Z170X-Gaming 7 게이밍에디션,\309770,GIGABYTE,LGA 1151,Z170,ATX,30.5,26.4,DDR4,4개,,2,3,,,,O,O,1,,1,5,,8,,,,,,,,,
410,LGA 1151,,[GIGABYTE] GA-Z170X-UD3 Ultra 듀러블에디션,\225000,GIGABYTE,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,O,,O,,1,,1,3,2,4,,,,,,,,,
411,LGA 1151,,[GIGABYTE] GA-Z170X-UD5 듀러블에디션,\255000,GIGABYTE,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,,,O,O,1,,1,3,2,8,,,,,,,,,
412,LGA 1151,,[GIGABYTE] GA-Z170X-Gaming G1 게이밍에디션,\355000,GIGABYTE,LGA 1151,Z170,ATX,30.5,26.4,DDR4,4개,,4,4,,,,O,,1,,1,9,,10,,,,,,,,,
413,LGA 1151,, ,,,LGA 1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,LGA 1151,,[MSI] Z170A GAMING PRO,\245500,MSI,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,,,6,,2,6,,,,,,,,,
415,LGA 1151,,[MSI] Z170A GAMING M5,\210000,MSI,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,O,,,O,,,,5,,2,6,,,,,,,,,
416,LGA 1151,,[MSI] Z170A GAMING M7,\338560,MSI,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,2,3,,,,O,O,,,3,,2,6,,,,,,,,,
417,LGA 1151,,[MSI] Z170A 크레이트 게이밍 3X,\185100,MSI,LGA 1151,Z170,ATX,30.5,23.4,DDR4,4개,,2,3,O,,,O,,,,4,,2,6,,,,,,,,,
418,LGA 1151,,[MSI] Z710A XPOWER 게이밍 티타늄 에디션,\342000,MSI,LGA 1151,Z170,ATX,30.5,24.4,DDR4,4개,,,,,,,,,,,6,,,8,,,,,,,,,
419,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,0,,== 하스웰 ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,-- [하스웰] H81 --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,LGA 1150,,[AsRock] H81T-ITX R2.0,\106350,AsRock,LGA 1150,H81,m-ITX,17,17,DDR3,2개,,0,0,O,,,O,,,,,2,2,2,,,,,,,,,
426,LGA 1150,,[AsRock] H81M-HDS,\51000,AsRock,LGA 1150,H81,m-ATX,23,18.5,DDR3,2개,,1,1,O,O,,O,,,,,2,4,2,2,,,,,,,,
427,LGA 1150,,[AsRock] H81M-DGS R2.0,\51300,AsRock,LGA 1150,H81,m-ATX,23,17.3,DDR3,2개,,1,1,O,O,,,,,,,2,4,2,2,,,,,,,,
428,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,LGA 1150,,[ASUS] H81M-P,\70280,ASUS,LGA 1150,H81,m-ATX,22.6,17.5,DDR3,2개,,1,1,O,O,,,,,,,2,2,2,2,,,,,,,,
430,LGA 1150,,[ASUS] H81M-D PLUS,\63900,ASUS,LGA 1150,H81,m-ATX,19,17.7,DDR3,2개,,1,1,O,O,,,,,,,2,2,2,2,,,,,,,,
431,LGA 1150,,[ASUS] H81I-PLUS,\112000,ASUS,LGA 1150,H81,m-ITX,17,17,DDR3,2개,,1,1,O,O,,O,,,,,2,4,2,2,,,,,,,,
432,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,LGA 1150,,[MSI] H81M-P33,\51900,MSI,LGA 1150,H81,m-ATX,17.3,22.6,DDR3,2개,,1,1,O,O,,,,,,,2,4,2,2,,,,,,,,
434,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,LGA 1150,,[GIGABYTE] GA-H81M-D2V,\60000,GIGABYTE,LGA 1150,H81,m-ATX,24.4,17,DDR3,2개,,1,1,O,O,,,,,,,2,2,2,2,,,,,,,,
436,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,-- [하스웰] B85 --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,LGA 1150,,[AsRock] B85M Pro4,\73000,AsRock,LGA 1150,B85,m-ATX,24.4,21.8,DDR3,4개,,1,2,O,O,,,,,,,2,4,4,2,,,,,,,,
440,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,LGA 1150,,[ASUS] B85M-G,\74000,ASUS,LGA 1150,B85,m-ATX,23.4,19.3,DDR3,4개,,1,1,O,O,,,,,,,2,4,4,2,,,,,,,,
442,LGA 1150,,[ASUS] B85-PLUS,\119000,ASUS,LGA 1150,B85,ATX,30.5,20.8,DDR3,4개,,1,2,O,O,,,,,,,2,4,4,2,,,,,,,,
443,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,LGA 1150,,[MSI] B85M-E45,\87750,MSI,LGA 1150,B85,m-ATX,24.4,22.8,DDR3,4개,,1,1,O,O,,,,,,,2,4,4,2,,,,,,,,
445,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,LGA 1150,,[GIGABYTE] GA-B85M-DS3H-A,\75000,GIGABYTE,LGA 1150,B85,m-ATX,22.6,19.3,DDR3,4개,,1,1,O,O,,,,,,,2,4,4,2,,,,,,,,
447,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,-- [하스웰] H97 --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,LGA 1150,,[AsRock] H97 Performance,\123970,AsRock,LGA 1150,H97,ATX,30.5,24.4,DDR3,4개,,1,2,O,O,,O,,,,,4,4,6,,,,,,,,,
451,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,LGA 1150,,[GIGABYTE] GA-H97-Gaming 3,\153070,GIGABYTE,LGA 1150,H97,ATX,30.5,21.4,DDR3,4개,,1,2,O,O,,O,O,,,,4,2,6,,,,,,,,,
453,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,LGA 1150,,[MSI] H97M-G43,\110290,GIGABYTE,LGA 1150,H97,m-ATX,24.4,24.4,DDR3,4개,,1,2,O,O,,O,O,,,,4,2,6,,,,,,,,,
455,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,-- [하스웰] Z97 --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,LGA 1150,,[AsRock] OC FORMULA,\461250,AsRock,LGA 1150,Z97,ATX,30.5,24.4,DDR3,4개,,2,4,,,,,O,,,,6,4,8,,,,,,,,,
459,LGA 1150,, ,,,LGA 1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,LGA 1150,,[GIGABYTE] GA-Z97X-UD3H,\215000,GIGABYTE,LGA 1150,Z97,ATX,30.5,22.5,DDR3,4개,,2,3,O,O,,O,,,,,4,4,6,,,,,,,,,
461,LGA 1150,,[GIGABYTE] GA-Z97X-UD5H,\242000,GIGABYTE,LGA 1150,Z97,ATX,30.5,24.4,DDR3,4개,,2,3,O,O,,O,,,,,6,2,8,,,,,,,,,
462,LGA 1150,,[GIGABYTE] GA-Z97X-SOC Force OC,\180000,GIGABYTE,LGA 1150,Z97,ATX,30.5,24.4,DDR3,4개,,2,4,O,O,,O,O,,,,4,4,6,,,,,,,,,
463,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,-- [LGA 2011-v3] X99 --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,LGA 2011-v3,,[AsRock] X99 Extreme3,\262200,AsRock,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,4개,,2,3,,,,,,,,,4,4,10,,,,,,,,,
467,LGA 2011-v3,,[AsRock] X99 Extreme6,\376000,AsRock,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,8개,,3,3,,,,,,,,,6,2,10,,,,,,,,,
468,LGA 2011-v3,,[AsRock] X99 Extreme11,\931400,AsRock,LGA 2011-v3,X99,E-ATX,30.5,26.8,DDR4,8개,,4,4,,,,,,,,,4,4,10,,,,,,,,,
469,LGA 2011-v3,,[AsRock] X99 WS,\462900,AsRock,LGA 2011-v3,X99,E-ATX,30.5,26.5,DDR4,8개,,4,4,,,,,,,,,4,4,10,,,,,,,,,
470,LGA 2011-v3,, ,,,LGA 2011-v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,LGA 2011-v3,,[ASUS] X99-PRO,\462900,ASUS,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,8개,,3,3,,,,,,,,2,4,4,8,,,,,,,,,
472,LGA 2011-v3,,[ASUS] X99-DELUXE,\520000,ASUS,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,8개,,3,3,,,,,,,,,10,2,6,,,,,,,,,
473,LGA 2011-v3,, ,,,LGA 2011-v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,LGA 2011-v3,,[MSI] X99S SLI Krait Edition,\403750,MSI,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,8개,,3,3,,,,,,,,,8,2,6,,,,,,,,,
475,LGA 2011-v3,,[MSI] X99A SLI PLUS,\287100,MSI,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,8개,,3,3,,,,,,,,,8,2,10,,,,,,,,,
476,LGA 2011-v3,, ,,,LGA 2011-v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,LGA 2011-v3,,[GIGABYTE] GA-X99-UD3P,\309000,GIGABYTE,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,4개,,4,4,,,,,,,,,6,4,6,,,,,,,,,
478,LGA 2011-v3,,[GIGABYTE] GA-X99-Gaming5 게이밍 에디션,\399000,GIGABYTE,LGA 2011-v3,X99,m-ATX,24.4,24.4,DDR4,4개,,2,2,,,,,,,,,4,6,6,,,,,,,,,
479,LGA 2011-v3,, ,,,LGA 2011-v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,LGA 2011-v3,,[MSI] X99A XPOWER 게이밍 티타늄,\569900,MSI,LGA 2011-v3,X99,ATX,30.5,24.4,DDR4,8개,,,,,,,,,,,2,10,2,,,,,,,,,,
481,LGA 2011-v3,,[ASUS] RAMPAGE V EDITION 10 ,\736000,ASUS,LGA 2011-v3,X99,ATX,30.5,27.2,DDR4,8개,,,,,,,,,,,4,4,2,10,,,,,,,,,
482,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,0,,=< AMD >=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,0,,== APU 시리즈 ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,,"-- [카베리(고다바리), 카리조] A78 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PGA FM2+,,[GIGABYTE] GA-F2A78M-HD2,,GIGABYTE,PGA FM2+,A78,m-ATX,22.6,17.4,DDR3,2개,,1,1,O,O,,O,,,,,2,2,4,,,,,,,,,
492,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,"-- [카베리(고다바리), 카리조] A88X --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PGA FM2+,,[AsRock] FM2A88M-HD+R3.0,\68610,AsRock,PGA FM2+,A88X,m-ATX,18.8,21.8,DDR3,2개,,1,1,O,O,,O,,,,,2,4,8,,,,,,,,,
496,PGA FM2+,,[AsRock] FM2A88M PRO3+,\74000,AsRock,PGA FM2+,A88X,m-ATX,20.5,22.2,DDR3,4개,,1,1,O,O,,O,,,,,2,4,8,,,,,,,,,
497,PGA FM2+,, ,,,PGA FM2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PGA FM2+,,[ASUS] A88XM-A,\89000,ASUS,PGA FM2+,A88X,m-ATX,23.6,20.8,DDR3,4개,,1,1,O,O,,O,,,,,2,2,6,,,,,,,,,
499,PGA FM2+,,[ASUS] A88X-PLUS,\130000,ASUS,PGA FM2+,A88X,ATX,30.5,22.6,DDR3,4개,,1,2,O,O,,O,,,,,1,7,6,,,,,,,,,
500,PGA FM2+,, ,,,PGA FM2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PGA FM2+,,[GIGABYTE] GA-F2A88XM-HD3P,\88000,GIGABYTE,PGA FM2+,A88X,m-ATX,24.4,18.4,DDR3,2개,,1,2,O,O,,O,,,,2,2,4,8,,,,,,,,,
502,PGA FM2+,,[GIGABYTE] GA-F2A88XN-WIFI,\131970,GIGABYTE,PGA FM2+,A88X,m-ITX,17,17,DDR3,2개,,1,1,O,,,O,,,,,2,4,4,,,,,,,,,
503,PGA FM2+,,[GIGABYTE] GA-F2A88X-D3HP,\96500,GIGABYTE,PGA FM2+,A88X,ATX,30.5,23.5,DDR3,4개,,1,2,O,O,,O,,,,2,2,2,8,,,,,,,,,
504,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,0,,== 젠 시리즈 ==,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,-- [ThreadRipper] X399 --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,LGA TR4,,[AsRock] X399 Taichi,\476700,AsRock,LGA TR4,X399,ATX,30.5,24.4,DDR4,8개,3600Mhz,4,4,,,,,,1,,1,8,,8,,3,,1,Intel I211-AT 2x,O,,검회,O
511,LGA TR4,,[AsRock] FATAL1TY X399 Professional Gaming,\594500,AsRock,LGA TR4,X399,ATX,30.5,24.4,DDR4,8개,3600Mhz,4,4,,,,,,1,,1,8,,8,,3,,1,AQUANCIA AQC107 + Intel I211-AT 2x,O,,검회,O
512,LGA TR4,, ,,,LGA TR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,LGA TR4,,[ASUS] PRIME X399-A,\425040,ASUS,LGA TR4,X399,E-ATX,30.5,26.9,DDR4,8개,3600Mhz,3,3,,,,,,1,,1,8,,6,,2,,1,Intel I211-AT,,,검흰,O
514,LGA TR4,,[ASUS] ROG STRIX X399-E GAMING,\442520,ASUS,LGA TR4,X399,E-ATX,30.5,26.9,DDR4,8개,3600Mhz,3,3,,,,,,1,,1,8,,6,,2,,,Intel I211-AT,O,,검정,O
515,LGA TR4,,[ASUS] ROG ZENITH EXTREME,\-,ASUS,LGA TR4,X399,E-ATX,30.5,27.3,DDR4,8개,3600Mhz,4,4,,,,,,1,,1,8,,6,,3,,1,Intel I211-AT,O,4.1,,O
516,LGA TR4,, ,,,LGA TR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,LGA TR4,,[GIGABYTE] X399 DESIGNARE EX,\587000,GIGABYTE,LGA TR4,X399,ATX,30.5,24.4,DDR4,8개,3600Mhz,4,4,,,,,,1,,1,8,,8,,3,,,Intel I219V 2x,O,,은색,O
518,LGA TR4,,[GIGABYTE] X399 AORUS Gaming 7,\482800,GIGABYTE,LGA TR4,X399,ATX,30.5,24.4,DDR4,8개,3600Mhz,4,4,,,,,,1,,1,8,,8,,3,,,Killer E2500,O,,검정,O
519,LGA TR4,, ,,,LGA TR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,LGA TR4,,[MSI] X399 SLI PLUS,\438000,MSI,LGA TR4,X399,ATX,30.5,24.4,DDR4,8개,3600Mhz,4,4,,,,,,1,,1,8,2,8,,3,,,Intel I211-AT,,,검정,O
521,LGA TR4,,[MSI] X399 게이밍 프로 카본 AC,\466000,MSI,LGA TR4,X399,ATX,30.4,24.3,DDR4,8개,3600Mhz,4,4,,,,,,1,,1,8,2,8,,3,,,Intel I211-AT,,,검은,O
522,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,"-- [젠, 젠+] B350 --",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PGA AM4,,[ASRock] AB350 GAMING K4,\117800,ASRock,PGA AM4,B350,ATX,30.5,22.4,DDR4,4개,3200MHz,1,1,O,O,,O,,,1,,5,2,6,,2,,,Realtek RTL 8111 GR,,,검빨,O
526,PGA AM4,,[ASRock] AB350 PRO4,\104100,ASRock,PGA AM4,B350,ATX,30.5,22.4,DDR4,4개,3200MHz,1,1,O,O,,O,,,1,,5,2,6,,2,,,Realtek RTL 8111 GR,,,흰검,O
